cited_by_doi,cited_by_oaid,cited_work_oaid,cited_work_doi,cited_work_pmid,cochrane_doi,cochrane_pmid,cited_work_id,cochrane_citation_type
https://doi.org/10.1002/14651858.cd008347.pub4,https://openalex.org/W4284963317,https://openalex.org/W2548903965,10.1161/circinterventions.110.958348,21205939,10.1002/14651858.cd008347.pub4,35802393,21205939,excluded
https://doi.org/10.1002/14651858.cd007888.pub3,https://openalex.org/W1584524788,https://openalex.org/W2033562173,10.1001/jama.2013.3527,23592107,10.1002/14651858.cd007888.pub3,28012165,23592107,included
https://doi.org/10.1002/14651858.cd003402.pub3,https://openalex.org/W2903000141,https://openalex.org/W2313370326,10.3945/ajcn.115.128520,27053380,10.1002/14651858.cd003402.pub3,30480773,27053380,included
https://doi.org/10.1002/14651858.cd002130.pub4,https://openalex.org/W1922527807,https://openalex.org/W2073159589,10.1056/nejmoa1109596,22077909,10.1002/14651858.cd002130.pub4,24203004,22077909,excluded
https://doi.org/10.1002/14651858.cd002130.pub3,https://openalex.org/W4239155092,https://openalex.org/W2073159589,10.1056/nejmoa1109596,22077909,10.1002/14651858.cd002130.pub3,24136036,22077909,not_found
https://doi.org/10.1002/14651858.cd010969.pub2,https://openalex.org/W2746250549,https://openalex.org/W2572227472,10.1186/s12872-016-0464-3,28109258,10.1002/14651858.cd010969.pub2,28841235,28109258,included
https://doi.org/10.1002/14651858.cd001689.pub4,https://openalex.org/W3152309124,https://openalex.org/W1643521391,10.7326/m14-2062,25938990,10.1002/14651858.cd001689.pub4,33779986,25938990,excluded
https://doi.org/10.1002/14651858.cd012203.pub2,https://openalex.org/W2520269665,https://openalex.org/W1643521391,10.7326/m14-2062,25938990,10.1002/14651858.cd012203.pub2,30556599,25938990,included
https://doi.org/10.1002/14651858.cd004815.pub4,https://openalex.org/W2466202731,https://openalex.org/W2079062208,10.1093/eurheartj/ehr418,22108830,10.1002/14651858.cd004815.pub4,27226069,22108830,included
https://doi.org/10.1002/14651858.cd013732.pub2,https://openalex.org/W3093797872,https://openalex.org/W1993505187,10.1007/s00134-012-2532-1,22456770,10.1002/14651858.cd013732.pub2,33729556,22456770,included
https://doi.org/10.1002/14651858.cd012706.pub2,https://openalex.org/W4385751918,https://openalex.org/W1993505187,10.1007/s00134-012-2532-1,22456770,10.1002/14651858.cd012706.pub2,37565681,22456770,other
https://doi.org/10.1002/14651858.cd012651,https://openalex.org/W2616385997,https://openalex.org/W2031243524,10.1016/j.clnu.2009.12.010,20106567,10.1002/14651858.cd012651,28639319,20106567,included
https://doi.org/10.1002/14651858.cd011412.pub4,https://openalex.org/W4226213304,https://openalex.org/W2066622149,10.1111/epi.12926,25684224,10.1002/14651858.cd011412.pub4,35363878,25684224,included
https://doi.org/10.1002/14651858.cd011412.pub3,https://openalex.org/W2726071308,https://openalex.org/W2066622149,10.1111/epi.12926,25684224,10.1002/14651858.cd011412.pub3,29243813,25684224,included
https://doi.org/10.1002/14651858.cd011412.pub2,https://openalex.org/W4230997352,https://openalex.org/W2066622149,10.1111/epi.12926,25684224,10.1002/14651858.cd011412.pub2,28661008,25684224,included
https://doi.org/10.1002/14651858.cd001031.pub4,https://openalex.org/W2399427256,https://openalex.org/W2066622149,10.1111/epi.12926,25684224,10.1002/14651858.cd001031.pub4,29952431,25684224,included
https://doi.org/10.1002/14651858.cd001031.pub3,https://openalex.org/W3175158067,https://openalex.org/W2066622149,10.1111/epi.12926,25684224,10.1002/14651858.cd001031.pub3,27841445,25684224,included
https://doi.org/10.1002/14651858.cd011044.pub2,https://openalex.org/W2791015748,https://openalex.org/W2096385798,10.1136/gutjnl-2012-302759,22773551,10.1002/14651858.cd011044.pub2,29557103,22773551,excluded
https://doi.org/10.1002/14651858.cd011044.pub3,https://openalex.org/W4405077915,https://openalex.org/W2096385798,10.1136/gutjnl-2012-302759,22773551,10.1002/14651858.cd011044.pub3,39635901,22773551,excluded
https://doi.org/10.1002/14651858.cd013206.pub2,https://openalex.org/W2905429627,https://openalex.org/W2040976653,10.1111/j.1365-2133.2009.09561.x,19863501,10.1002/14651858.cd013206.pub2,32927498,19863501,included
https://doi.org/10.1002/14651858.cd007168.pub3,https://openalex.org/W1571437601,https://openalex.org/W2045458017,10.1164/rccm.201303-0427oc,23631796,10.1002/14651858.cd007168.pub3,23852992,23631796,other
https://doi.org/10.1002/14651858.cd007020.pub3,https://openalex.org/W1557560725,https://openalex.org/W2045458017,10.1164/rccm.201303-0427oc,23631796,10.1002/14651858.cd007020.pub3,25102015,23631796,not_found
https://doi.org/10.1002/14651858.cd007020.pub4,https://openalex.org/W4249164505,https://openalex.org/W2045458017,10.1164/rccm.201303-0427oc,23631796,10.1002/14651858.cd007020.pub4,31580490,23631796,included
https://doi.org/10.1002/14651858.cd011301.pub2,https://openalex.org/W3182089420,https://openalex.org/W2085526616,10.1111/dsu.12008,23190342,10.1002/14651858.cd011301.pub2,34224576,23190342,excluded
https://doi.org/10.1002/14651858.cd010983.pub2,https://openalex.org/W2180855390,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd010983.pub2,26576687,22877506,excluded
https://doi.org/10.1002/14651858.cd010981.pub2,https://openalex.org/W2069009561,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd010981.pub2,26422767,22877506,included
https://doi.org/10.1002/14651858.cd010984.pub2,https://openalex.org/W1932666315,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd010984.pub2,26505729,22877506,excluded
https://doi.org/10.1002/14651858.cd010982.pub2,https://openalex.org/W2516386784,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd010982.pub2,27548292,22877506,other
https://doi.org/10.1002/14651858.cd012342.pub2,https://openalex.org/W2511475797,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd012342.pub2,29758592,22877506,excluded
https://doi.org/10.1002/14651858.cd010983,https://openalex.org/W2113933064,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd010983,25722651,22877506,other
https://doi.org/10.1002/14651858.cd010984,https://openalex.org/W2139642057,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd010984,25722652,22877506,other
https://doi.org/10.1002/14651858.cd010981,https://openalex.org/W1979071510,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd010981,25722649,22877506,other
https://doi.org/10.1002/14651858.cd010982,https://openalex.org/W1953960396,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd010982,25722650,22877506,other
https://doi.org/10.1002/14651858.cd012342,https://openalex.org/W4245790692,https://openalex.org/W2166126320,10.1016/s0140-6736(12)60689-8,22877506,10.1002/14651858.cd012342,27660553,22877506,not_found
https://doi.org/10.1002/14651858.cd006282.pub5,https://openalex.org/W4211098287,https://openalex.org/W2051600271,10.1016/j.nmd.2013.10.011,24300782,10.1002/14651858.cd006282.pub5,32006461,24300782,included
https://doi.org/10.1002/14651858.cd001127.pub3,https://openalex.org/W2475052631,https://openalex.org/W2070408984,10.1016/j.jcf.2014.02.005,24594542,10.1002/14651858.cd001127.pub3,27043279,24594542,not_found
https://doi.org/10.1002/14651858.cd001127.pub4,https://openalex.org/W4211109516,https://openalex.org/W2070408984,10.1016/j.jcf.2014.02.005,24594542,10.1002/14651858.cd001127.pub4,30187450,24594542,excluded
https://doi.org/10.1002/14651858.cd001127.pub5,https://openalex.org/W4211255249,https://openalex.org/W2070408984,10.1016/j.jcf.2014.02.005,24594542,10.1002/14651858.cd001127.pub5,33735508,24594542,excluded
https://doi.org/10.1002/14651858.cd012979.pub3,https://openalex.org/W4226265060,https://openalex.org/W2070408984,10.1016/j.jcf.2014.02.005,24594542,10.1002/14651858.cd012979.pub3,35390177,24594542,excluded
https://doi.org/10.1002/14651858.cd012979.pub2,https://openalex.org/W2793639266,https://openalex.org/W2070408984,10.1016/j.jcf.2014.02.005,24594542,10.1002/14651858.cd012979.pub2,31642064,24594542,excluded
https://doi.org/10.1002/14651858.cd007228.pub3,https://openalex.org/W3081832434,https://openalex.org/W2112944355,10.1016/s0140-6736(14)61176-4,25131977,10.1002/14651858.cd007228.pub3,26517969,25131977,excluded
https://doi.org/10.1002/14651858.cd010381.pub2,https://openalex.org/W2143003182,https://openalex.org/W1976284065,10.1007/s00134-012-2787-6,23306584,10.1002/14651858.cd010381.pub2,25608845,23306584,included
https://doi.org/10.1002/14651858.cd010381.pub3,https://openalex.org/W4387033996,https://openalex.org/W1976284065,10.1007/s00134-012-2787-6,23306584,10.1002/14651858.cd010381.pub3,37750499,23306584,excluded
https://doi.org/10.1002/14651858.cd002314.pub3,https://openalex.org/W2170374219,https://openalex.org/W2052861581,10.1185/03007990903485148,20001651,10.1002/14651858.cd002314.pub3,22592685,20001651,included
https://doi.org/10.1002/14651858.cd004504.pub4,https://openalex.org/W1911491553,https://openalex.org/W2019785637,10.1371/journal.pone.0026166,22087222,10.1002/14651858.cd004504.pub4,25536022,22087222,excluded
https://doi.org/10.1002/14651858.cd012775.pub2,https://openalex.org/W4200295856,https://openalex.org/W2145715395,10.1200/jco.2013.55.0095,25225424,10.1002/14651858.cd012775.pub2,34784425,25225424,included
https://doi.org/10.1002/14651858.cd012368.pub2,https://openalex.org/W2940245623,https://openalex.org/W2129824097,10.1185/03007995.2014.880674,24397584,10.1002/14651858.cd012368.pub2,30998259,24397584,included
https://doi.org/10.1002/14651858.cd006137.pub2,https://openalex.org/W1579442240,https://openalex.org/W1965456369,10.2340/00015555-1434,23053062,10.1002/14651858.cd006137.pub2,25397904,23053062,included
https://doi.org/10.1002/14651858.cd008942.pub2,https://openalex.org/W1822301198,https://openalex.org/W2063135013,10.1097/sla.0b013e318214ba21,21412146,10.1002/14651858.cd008942.pub2,27544827,21412146,included
https://doi.org/10.1002/14651858.cd007407.pub3,https://openalex.org/W1955446149,https://openalex.org/W1969694013,10.1097/brs.0b013e3181d51fca,21178832,10.1002/14651858.cd007407.pub3,23152245,21178832,excluded
https://doi.org/10.1002/14651858.cd004250.pub5,https://openalex.org/W1575164208,https://openalex.org/W1969694013,10.1097/brs.0b013e3181d51fca,21178832,10.1002/14651858.cd004250.pub5,25629215,21178832,included
https://doi.org/10.1002/14651858.cd004250.pub4,https://openalex.org/W4211013151,https://openalex.org/W1969694013,10.1097/brs.0b013e3181d51fca,21178832,10.1002/14651858.cd004250.pub4,22895940,21178832,not_found
https://doi.org/10.1002/14651858.cd011190.pub2,https://openalex.org/W1544295278,https://openalex.org/W1996644321,10.1001/jama.2013.5555,23644995,10.1002/14651858.cd011190.pub2,28398697,23644995,included
https://doi.org/10.1002/14651858.cd013294.pub2,https://openalex.org/W4389180747,https://openalex.org/W1996644321,10.1001/jama.2013.5555,23644995,10.1002/14651858.cd013294.pub2,38032241,23644995,other
https://doi.org/10.1002/14651858.cd009195.pub2,https://openalex.org/W2905338794,https://openalex.org/W2222218603,10.1016/j.jcin.2015.10.038,26777329,10.1002/14651858.cd009195.pub2,30536919,26777329,excluded
https://doi.org/10.1002/14651858.cd001746.pub3,https://openalex.org/W2147338774,https://openalex.org/W1989399284,10.1016/j.ypmed.2014.10.016,25456808,10.1002/14651858.cd001746.pub3,24671922,25456808,not_found
https://doi.org/10.1002/14651858.cd001746.pub4,https://openalex.org/W4252998960,https://openalex.org/W1989399284,10.1016/j.ypmed.2014.10.016,25456808,10.1002/14651858.cd001746.pub4,29383710,25456808,included
https://doi.org/10.1002/14651858.cd013650.pub2,https://openalex.org/W4210356135,https://openalex.org/W2182341201,10.1016/j.ijcard.2015.11.180,26709136,10.1002/14651858.cd013650.pub2,34693515,26709136,excluded
https://doi.org/10.1002/14651858.cd013255.pub2,https://openalex.org/W4399292155,https://openalex.org/W2022539238,10.1016/j.jacc.2010.07.046,21232669,10.1002/14651858.cd013255.pub2,38828867,21232669,included
https://doi.org/10.1002/14651858.cd002243.pub4,https://openalex.org/W2992739672,https://openalex.org/W2528956578,10.1001/jama.2016.14799,27695824,10.1002/14651858.cd002243.pub4,31808551,27695824,included
https://doi.org/10.1002/14651858.cd002243.pub5,https://openalex.org/W3139284096,https://openalex.org/W2528956578,10.1001/jama.2016.14799,27695824,10.1002/14651858.cd002243.pub5,40470636,27695824,included
https://doi.org/10.1002/14651858.cd010255.pub3,https://openalex.org/W4210998813,https://openalex.org/W2219803654,10.1179/1074935714z.0000000047,25920942,10.1002/14651858.cd010255.pub3,32002991,25920942,included
https://doi.org/10.1002/14651858.cd001919.pub4,https://openalex.org/W4226436248,https://openalex.org/W2219803654,10.1179/1074935714z.0000000047,25920942,10.1002/14651858.cd001919.pub4,34813082,25920942,excluded
https://doi.org/10.1002/14651858.cd011005.pub2,https://openalex.org/W2781754592,https://openalex.org/W1968427639,10.1371/journal.pone.0037885,22715372,10.1002/14651858.cd011005.pub2,29293261,22715372,excluded
https://doi.org/10.1002/14651858.cd008864.pub2,https://openalex.org/W1566278486,https://openalex.org/W1987811357,10.1016/j.jtcvs.2012.12.083,23410777,10.1002/14651858.cd008864.pub2,23986527,23410777,other
https://doi.org/10.1002/14651858.cd013649.pub2,https://openalex.org/W4321221911,https://openalex.org/W1987811357,10.1016/j.jtcvs.2012.12.083,23410777,10.1002/14651858.cd013649.pub2,36800489,23410777,excluded
https://doi.org/10.1002/14651858.cd010649.pub2,https://openalex.org/W1902312241,https://openalex.org/W1987811357,10.1016/j.jtcvs.2012.12.083,23410777,10.1002/14651858.cd010649.pub2,30582172,23410777,included
https://doi.org/10.1002/14651858.cd012923.pub2,https://openalex.org/W2793397517,https://openalex.org/W1987811357,10.1016/j.jtcvs.2012.12.083,23410777,10.1002/14651858.cd012923.pub2,34085713,23410777,excluded
https://doi.org/10.1002/14651858.cd013508.pub3,https://openalex.org/W4393991010,https://openalex.org/W2405278761,10.1097/psy.0000000000000332,27187851,10.1002/14651858.cd013508.pub3,38577875,27187851,excluded
https://doi.org/10.1002/14651858.cd008012.pub4,https://openalex.org/W4225571547,https://openalex.org/W2405278761,10.1097/psy.0000000000000332,27187851,10.1002/14651858.cd008012.pub4,34910821,27187851,included
https://doi.org/10.1002/14651858.cd012568.pub2,https://openalex.org/W3106513811,https://openalex.org/W2123686512,10.1111/jcpe.12441,26250060,10.1002/14651858.cd012568.pub2,33197289,26250060,included
https://doi.org/10.1002/14651858.cd012978.pub2,https://openalex.org/W2790338411,https://openalex.org/W2110896744,10.1002/ejp.699,25828692,10.1002/14651858.cd012978.pub2,34125958,25828692,included
https://doi.org/10.1002/14651858.cd011845.pub2,https://openalex.org/W2133394003,https://openalex.org/W2124143775,10.1093/europace/euv039,25983310,10.1002/14651858.cd011845.pub2,32613635,25983310,excluded
https://doi.org/10.1002/14651858.cd010683.pub3,https://openalex.org/W1499875279,https://openalex.org/W2323639339,10.1097/sla.0b013e318214bee5,21412143,10.1002/14651858.cd010683.pub3,27797116,21412143,excluded
https://doi.org/10.1002/14651858.cd013814,https://openalex.org/W4206021906,https://openalex.org/W2133225103,10.1155/2013/125937,24288556,10.1002/14651858.cd013814,33306198,24288556,included
https://doi.org/10.1002/14651858.cd008544.pub2,https://openalex.org/W1546520989,https://openalex.org/W2334516706,10.1097/jcp.0b013e31825e213e,22722516,10.1002/14651858.cd008544.pub2,24523233,22722516,included
https://doi.org/10.1002/14651858.cd003177.pub3,https://openalex.org/W2884415415,https://openalex.org/W2023497257,10.1001/jamaophthalmol.2013.2851,23519529,10.1002/14651858.cd003177.pub3,30019766,23519529,excluded
https://doi.org/10.1002/14651858.cd003177.pub4,https://openalex.org/W4243760090,https://openalex.org/W2023497257,10.1001/jamaophthalmol.2013.2851,23519529,10.1002/14651858.cd003177.pub4,30521670,23519529,excluded
https://doi.org/10.1002/14651858.cd000254.pub4,https://openalex.org/W2172216858,https://openalex.org/W2023497257,10.1001/jamaophthalmol.2013.2851,23519529,10.1002/14651858.cd000254.pub4,28756618,23519529,excluded
https://doi.org/10.1002/14651858.cd003177.pub5,https://openalex.org/W4243827040,https://openalex.org/W2023497257,10.1001/jamaophthalmol.2013.2851,23519529,10.1002/14651858.cd003177.pub5,32114706,23519529,excluded
https://doi.org/10.1002/14651858.cd000254.pub5,https://openalex.org/W4386703864,https://openalex.org/W2023497257,10.1001/jamaophthalmol.2013.2851,23519529,10.1002/14651858.cd000254.pub5,37702300,23519529,included
https://doi.org/10.1002/14651858.cd010015.pub3,https://openalex.org/W2128374586,https://openalex.org/W2023497257,10.1001/jamaophthalmol.2013.2851,23519529,10.1002/14651858.cd010015.pub3,25856365,23519529,excluded
https://doi.org/10.1002/14651858.cd012471.pub2,https://openalex.org/W2761994998,https://openalex.org/W2157832096,10.1186/1471-2253-14-48,25071414,10.1002/14651858.cd012471.pub2,30316199,25071414,included
https://doi.org/10.1002/14651858.cd007407.pub3,https://openalex.org/W1955446149,https://openalex.org/W2326094992,10.1097/ajp.0b013e3182850559,23446073,10.1002/14651858.cd007407.pub3,23152245,23446073,not_found
https://doi.org/10.1002/14651858.cd007407.pub4,https://openalex.org/W4249479234,https://openalex.org/W2326094992,10.1097/ajp.0b013e3182850559,23446073,10.1002/14651858.cd007407.pub4,32794606,23446073,excluded
https://doi.org/10.1002/14651858.cd013515.pub2,https://openalex.org/W4290974151,https://openalex.org/W2326094992,10.1097/ajp.0b013e3182850559,23446073,10.1002/14651858.cd013515.pub2,35951347,23446073,included
https://doi.org/10.1002/14651858.cd012850.pub2,https://openalex.org/W4402581825,https://openalex.org/W2326094992,10.1097/ajp.0b013e3182850559,23446073,10.1002/14651858.cd012850.pub2,39282765,23446073,excluded
https://doi.org/10.1002/14651858.cd004197.pub4,https://openalex.org/W2107219222,https://openalex.org/W2020334178,10.2147/dddt.s54064,24596456,10.1002/14651858.cd004197.pub4,25383937,24596456,not_found
https://doi.org/10.1002/14651858.cd004197.pub5,https://openalex.org/W3164704825,https://openalex.org/W2020334178,10.2147/dddt.s54064,24596456,10.1002/14651858.cd004197.pub5,28440853,24596456,excluded
https://doi.org/10.1002/14651858.cd001021.pub3,https://openalex.org/W2795152494,https://openalex.org/W2020334178,10.2147/dddt.s54064,24596456,10.1002/14651858.cd001021.pub3,29607494,24596456,excluded
https://doi.org/10.1002/14651858.cd001021.pub4,https://openalex.org/W4309001067,https://openalex.org/W2020334178,10.2147/dddt.s54064,24596456,10.1002/14651858.cd001021.pub4,36373968,24596456,excluded
https://doi.org/10.1002/14651858.cd004197.pub6,https://openalex.org/W4379142019,https://openalex.org/W2020334178,10.2147/dddt.s54064,24596456,10.1002/14651858.cd004197.pub6,37268599,24596456,excluded
https://doi.org/10.1002/14651858.cd008319.pub3,https://openalex.org/W3140697131,https://openalex.org/W2020334178,10.2147/dddt.s54064,24596456,10.1002/14651858.cd008319.pub3,30376155,24596456,excluded
https://doi.org/10.1002/14651858.cd008319.pub4,https://openalex.org/W4289261210,https://openalex.org/W2020334178,10.2147/dddt.s54064,24596456,10.1002/14651858.cd008319.pub4,35914011,24596456,excluded
https://doi.org/10.1002/14651858.cd002098.pub2,https://openalex.org/W2144162573,https://openalex.org/W2119589894,10.1016/s1474-4422(12)70057-1,22497929,10.1002/14651858.cd002098.pub2,26343551,22497929,other
https://doi.org/10.1002/14651858.cd012859.pub2,https://openalex.org/W4211085362,https://openalex.org/W2342731798,10.1371/journal.pone.0153807,27111335,10.1002/14651858.cd012859.pub2,33075160,27111335,included
https://doi.org/10.1002/14651858.cd012467.pub3,https://openalex.org/W2776609926,https://openalex.org/W2128125215,10.1186/s13054-014-0588-8,25344113,10.1002/14651858.cd012467.pub3,33314078,25344113,excluded
https://doi.org/10.1002/14651858.cd012467.pub2,https://openalex.org/W4245099670,https://openalex.org/W2128125215,10.1186/s13054-014-0588-8,25344113,10.1002/14651858.cd012467.pub2,32164041,25344113,excluded
https://doi.org/10.1002/14651858.cd011841.pub2,https://openalex.org/W2161946932,https://openalex.org/W1971678686,10.1038/eye.2011.282,22079961,10.1002/14651858.cd011841.pub2,26691378,22079961,excluded
https://doi.org/10.1002/14651858.cd011841.pub3,https://openalex.org/W4411345426,https://openalex.org/W1971678686,10.1038/eye.2011.282,22079961,10.1002/14651858.cd011841.pub3,40522203,22079961,excluded
https://doi.org/10.1002/14651858.cd009760.pub3,https://openalex.org/W1916073093,https://openalex.org/W2164870980,10.1161/strokeaha.110.609032,21636820,10.1002/14651858.cd009760.pub3,25929694,21636820,not_found
https://doi.org/10.1002/14651858.cd009760.pub4,https://openalex.org/W4210992726,https://openalex.org/W2164870980,10.1161/strokeaha.110.609032,21636820,10.1002/14651858.cd009760.pub4,31111960,21636820,included
https://doi.org/10.1002/14651858.cd009760.pub2,https://openalex.org/W1907035247,https://openalex.org/W2164870980,10.1161/strokeaha.110.609032,21636820,10.1002/14651858.cd009760.pub2,23799617,21636820,not_found
https://doi.org/10.1002/14651858.cd007498.pub3,https://openalex.org/W2033541705,https://openalex.org/W2481470067,10.1001/jamainternmed.2016.2514,27428731,10.1002/14651858.cd007498.pub3,29025194,27428731,included
https://doi.org/10.1002/14651858.cd010959.pub2,https://openalex.org/W2152043871,https://openalex.org/W2481470067,10.1001/jamainternmed.2016.2514,27428731,10.1002/14651858.cd010959.pub2,28099689,27428731,other
https://doi.org/10.1002/14651858.cd013197.pub2,https://openalex.org/W4391350635,https://openalex.org/W2037323031,10.1007/s00464-014-3711-7,25125097,10.1002/14651858.cd013197.pub2,38288876,25125097,included
https://doi.org/10.1002/14651858.cd010683.pub3,https://openalex.org/W1499875279,https://openalex.org/W2138549017,10.1007/s00423-014-1203-9,24880345,10.1002/14651858.cd010683.pub3,27797116,24880345,included
https://doi.org/10.1002/14651858.cd010872.pub2,https://openalex.org/W4385658972,https://openalex.org/W2138549017,10.1007/s00423-014-1203-9,24880345,10.1002/14651858.cd010872.pub2,37551841,24880345,included
https://doi.org/10.1002/14651858.cd011006.pub2,https://openalex.org/W1659048389,https://openalex.org/W2154537150,10.1016/j.psyneuen.2013.10.008,24275013,10.1002/14651858.cd011006.pub2,26029972,24275013,other
https://doi.org/10.1002/14651858.cd011006.pub3,https://openalex.org/W2940589604,https://openalex.org/W2154537150,10.1016/j.psyneuen.2013.10.008,24275013,10.1002/14651858.cd011006.pub3,29683474,24275013,other
https://doi.org/10.1002/14651858.cd011006.pub4,https://openalex.org/W4362471767,https://openalex.org/W2154537150,10.1016/j.psyneuen.2013.10.008,24275013,10.1002/14651858.cd011006.pub4,36999619,24275013,other
https://doi.org/10.1002/14651858.cd011737,https://openalex.org/W1600958960,https://openalex.org/W2008278233,10.1002/hep.24242,21400557,10.1002/14651858.cd011737,26068959,21400557,not_found
https://doi.org/10.1002/14651858.cd011737.pub3,https://openalex.org/W4213393160,https://openalex.org/W2008278233,10.1002/hep.24242,21400557,10.1002/14651858.cd011737.pub3,32827219,21400557,excluded
https://doi.org/10.1002/14651858.cd011737.pub2,https://openalex.org/W4214780521,https://openalex.org/W2008278233,10.1002/hep.24242,21400557,10.1002/14651858.cd011737.pub2,32428300,21400557,excluded
https://doi.org/10.1002/14651858.cd013334.pub2,https://openalex.org/W4220926409,https://openalex.org/W2008278233,10.1002/hep.24242,21400557,10.1002/14651858.cd013334.pub2,35088407,21400557,included
https://doi.org/10.1002/14651858.cd009923.pub2,https://openalex.org/W2143512775,https://openalex.org/W2004264116,10.1007/s12325-013-0015-6,23475406,10.1002/14651858.cd009923.pub2,26017279,23475406,excluded
https://doi.org/10.1002/14651858.cd011841.pub2,https://openalex.org/W2161946932,https://openalex.org/W2067892576,10.1136/bjo.2009.178327,20554506,10.1002/14651858.cd011841.pub2,26691378,20554506,included
https://doi.org/10.1002/14651858.cd011841.pub3,https://openalex.org/W4411345426,https://openalex.org/W2067892576,10.1136/bjo.2009.178327,20554506,10.1002/14651858.cd011841.pub3,40522203,20554506,included
https://doi.org/10.1002/14651858.cd011779.pub2,https://openalex.org/W2160978056,https://openalex.org/W1972467077,10.1016/j.amepre.2013.01.032,23790990,10.1002/14651858.cd011779.pub2,27699761,23790990,excluded
https://doi.org/10.1002/14651858.cd012008,https://openalex.org/W2214452283,https://openalex.org/W1972467077,10.1016/j.amepre.2013.01.032,23790990,10.1002/14651858.cd012008,26690844,23790990,excluded
https://doi.org/10.1002/14651858.cd015328.pub2,https://openalex.org/W4397293914,https://openalex.org/W1972467077,10.1016/j.amepre.2013.01.032,23790990,10.1002/14651858.cd015328.pub2,38763517,23790990,included
https://doi.org/10.1002/14651858.cd012547.pub2,https://openalex.org/W2587762358,https://openalex.org/W1972467077,10.1016/j.amepre.2013.01.032,23790990,10.1002/14651858.cd012547.pub2,31902132,23790990,included
https://doi.org/10.1002/14651858.cd013862.pub2,https://openalex.org/W4380291557,https://openalex.org/W1972467077,10.1016/j.amepre.2013.01.032,23790990,10.1002/14651858.cd013862.pub2,37306513,23790990,not_found
https://doi.org/10.1002/14651858.cd013862.pub3,https://openalex.org/W4386045903,https://openalex.org/W1972467077,10.1016/j.amepre.2013.01.032,23790990,10.1002/14651858.cd013862.pub3,37606067,23790990,not_found
https://doi.org/10.1002/14651858.cd008909.pub2,https://openalex.org/W1602166777,https://openalex.org/W2169209759,10.1016/s0140-6736(12)61763-2,23433739,10.1002/14651858.cd008909.pub2,23832787,23433739,excluded
https://doi.org/10.1002/14651858.cd012158.pub2,https://openalex.org/W2470964385,https://openalex.org/W2139831120,10.1378/chest.11-2886,22459779,10.1002/14651858.cd012158.pub2,28230230,22459779,included
